ZIP,People with at least one vaccine dose,People with completed vaccine series,People with up-to-date vaccines,reportedDate
55575,<= 5,<= 5,<= 5,8/3/2022
56258,9396,8906,3079,8/3/2022
55487,14,12,6,8/3/2022
56274,96,89,38,8/3/2022
55559,<= 5,<= 5,<= 5,8/3/2022
55926,491,480,187,8/3/2022
56579,603,559,179,8/3/2022
55606,250,232,129,8/3/2022
56626,264,243,78,8/3/2022
55603,318,305,123,8/3/2022
56623,1687,1616,487,8/3/2022
55123,23372,22223,12100,8/3/2022
56441,1707,1635,621,8/3/2022
56292,245,234,66,8/3/2022
55038,17800,17005,7727,8/3/2022
56715,163,154,47,8/3/2022
55735,857,809,299,8/3/2022
55574,<= 5,<= 5,<= 5,8/3/2022
56387,4546,4144,1664,8/3/2022
56554,1660,1596,514,8/3/2022
55309,10727,10133,3624,8/3/2022
55404,20467,18119,8242,8/3/2022
56329,3405,3241,1172,8/3/2022
55716,140,134,43,8/3/2022
56736,502,468,146,8/3/2022
55037,2360,2210,721,8/3/2022
56017,1162,1111,432,8/3/2022
55427,19220,18260,9853,8/3/2022
56180,775,749,232,8/3/2022
56440,581,552,160,8/3/2022
56293,647,625,207,8/3/2022
55460,<= 5,<= 5,<= 5,8/3/2022
56263,248,239,62,8/3/2022
55931,207,202,83,8/3/2022
56534,628,614,221,8/3/2022
56239,318,310,87,8/3/2022
55071,3891,3687,1432,8/3/2022
56051,393,375,162,8/3/2022
56552,250,240,90,8/3/2022
55572,<= 5,<= 5,<= 5,8/3/2022
56381,1401,1347,548,8/3/2022
56647,317,306,109,8/3/2022
56150,1403,1351,378,8/3/2022
55170,<= 5,<= 5,<= 5,8/3/2022
55041,5194,5001,2325,8/3/2022
56169,330,324,101,8/3/2022
55775,790,753,259,8/3/2022
56058,3758,3618,1531,8/3/2022
55078,10,8,<= 5,8/3/2022
56755,51,49,7,8/3/2022
56186,172,160,27,8/3/2022
56042,394,381,136,8/3/2022
55377,30,27,7,8/3/2022
56584,794,760,273,8/3/2022
56289,393,383,150,8/3/2022
56357,406,378,126,8/3/2022
55805,6501,6040,3141,8/3/2022
56087,1694,1645,568,8/3/2022
56159,1485,1433,532,8/3/2022
56654,73,72,22,8/3/2022
56331,906,865,297,8/3/2022
55311,30915,29298,14984,8/3/2022
56466,1598,1517,471,8/3/2022
55598,<= 5,<= 5,<= 5,8/3/2022
55446,25129,23408,12999,8/3/2022
55917,2062,1988,853,8/3/2022
56245,252,237,62,8/3/2022
56548,454,428,109,8/3/2022
56088,978,946,298,8/3/2022
56156,3697,3453,1252,8/3/2022
55950,100,93,41,8/3/2022
56227,130,125,42,8/3/2022
55975,2674,2591,1004,8/3/2022
55030,594,562,194,8/3/2022
56010,597,563,210,8/3/2022
56520,2104,1982,616,8/3/2022
56111,196,191,56,8/3/2022
56020,72,72,31,8/3/2022
56177,<= 5,<= 5,<= 5,8/3/2022
55089,1118,1071,475,8/3/2022
55784,65,63,23,8/3/2022
56145,281,271,71,8/3/2022
55165,<= 5,<= 5,<= 5,8/3/2022
56003,11373,10893,4886,8/3/2022
56722,211,201,62,8/3/2022
55702,335,316,129,8/3/2022
55769,1281,1225,424,8/3/2022
56044,1197,1152,416,8/3/2022
55350,11400,10897,4272,8/3/2022
55458,195,184,97,8/3/2022
55355,5356,5166,1929,8/3/2022
56375,389,375,116,8/3/2022
56455,786,753,255,8/3/2022
56358,1401,1342,445,8/3/2022
55378,24664,23369,10962,8/3/2022
56117,205,199,50,8/3/2022
56243,720,695,248,8/3/2022
56002,167,156,62,8/3/2022
56172,1849,1782,574,8/3/2022
55781,528,511,208,8/3/2022
56260,436,417,116,8/3/2022
55932,1313,1261,508,8/3/2022
56541,26,26,13,8/3/2022
55171,<= 5,<= 5,<= 5,8/3/2022
56151,467,450,101,8/3/2022
55957,385,369,126,8/3/2022
56116,240,224,59,8/3/2022
56735,418,407,185,8/3/2022
55018,637,615,264,8/3/2022
55042,10439,9897,4779,8/3/2022
56062,1935,1820,621,8/3/2022
55024,24086,22974,9825,8/3/2022
55331,16772,15821,8071,8/3/2022
56311,395,378,156,8/3/2022
55426,21316,20027,11525,8/3/2022
55987,22377,21380,10391,8/3/2022
55968,75,68,36,8/3/2022
56537,10648,9950,3714,8/3/2022
56332,745,704,258,8/3/2022
55312,818,788,243,8/3/2022
55951,838,800,299,8/3/2022
56219,488,462,120,8/3/2022
56514,2299,2157,764,8/3/2022
56601,19885,18645,7839,8/3/2022
56302,242,223,78,8/3/2022
55322,2253,2160,815,8/3/2022
56667,379,363,129,8/3/2022
55315,4973,4713,2201,8/3/2022
55418,26386,24633,14675,8/3/2022
56438,1333,1261,392,8/3/2022
56335,99,97,35,8/3/2022
55060,19267,18336,8324,8/3/2022
55747,6,<= 5,<= 5,8/3/2022
56085,3248,3117,1074,8/3/2022
55161,<= 5,<= 5,<= 5,8/3/2022
56141,162,155,36,8/3/2022
56132,322,308,86,8/3/2022
55112,35119,33047,17325,8/3/2022
56178,968,936,341,8/3/2022
56659,82,80,45,8/3/2022
56565,43,40,14,8/3/2022
55396,1219,1175,378,8/3/2022
55366,158,146,40,8/3/2022
55814,<= 5,<= 5,<= 5,8/3/2022
56758,192,181,53,8/3/2022
56686,453,429,111,8/3/2022
55075,14536,13712,6238,8/3/2022
56055,2581,2495,1069,8/3/2022
56223,717,686,236,8/3/2022
55971,2065,1989,901,8/3/2022
56477,1031,986,300,8/3/2022
55589,<= 5,<= 5,<= 5,8/3/2022
55369,29849,28322,13876,8/3/2022
56297,400,382,96,8/3/2022
56349,432,416,165,8/3/2022
56444,1879,1791,664,8/3/2022
55302,4191,4004,1650,8/3/2022
56481,820,787,237,8/3/2022
56252,676,646,261,8/3/2022
56013,2634,2544,964,8/3/2022
55033,20129,19233,8505,8/3/2022
55001,2338,2212,1139,8/3/2022
56021,731,698,219,8/3/2022
56271,641,618,269,8/3/2022
55923,3207,3116,1320,8/3/2022
55105,23331,21711,14783,8/3/2022
56628,977,944,420,8/3/2022
56125,41,40,20,8/3/2022
56120,610,572,205,8/3/2022
55946,1886,1793,734,8/3/2022
56519,164,156,48,8/3/2022
56214,349,339,120,8/3/2022
56119,616,586,162,8/3/2022
56627,155,151,51,8/3/2022
55607,91,88,47,8/3/2022
55053,592,568,243,8/3/2022
56073,11408,11039,4359,8/3/2022
55307,1765,1676,567,8/3/2022
56327,450,437,148,8/3/2022
55483,<= 5,<= 5,<= 5,8/3/2022
55922,322,312,111,8/3/2022
56270,739,717,307,8/3/2022
56341,27,26,9,8/3/2022
55361,25,20,9,8/3/2022
56592,178,167,55,8/3/2022
56304,9791,9148,3792,8/3/2022
55324,709,676,254,8/3/2022
55429,20674,19137,7934,8/3/2022
55988,7,6,<= 5,8/3/2022
55308,4639,4448,1620,8/3/2022
56425,5521,5286,2203,8/3/2022
56328,60,54,20,8/3/2022
55405,12278,11397,7031,8/3/2022
55591,<= 5,<= 5,<= 5,8/3/2022
55342,1016,973,294,8/3/2022
56362,3041,2929,1053,8/3/2022
55057,18008,17021,9353,8/3/2022
55052,1071,1038,386,8/3/2022
56072,1304,1252,430,8/3/2022
56651,271,257,90,8/3/2022
56082,9140,8718,4261,8/3/2022
55942,<= 5,<= 5,<= 5,8/3/2022
56210,17,17,9,8/3/2022
56165,189,184,44,8/3/2022
56668,166,159,76,8/3/2022
55145,7,<= 5,<= 5,8/3/2022
